method,tree_builder,tree_linkage_method,run_id,requested_cases,ok,unsupported,skip,execution_error,mean_ari_on_ok,median_ari_on_ok,mean_nmi_on_ok,exact_k_on_ok,over_split_on_ok,under_split_on_ok
tbs_diffusion_adaptive_nnls,linkage,average,tbs_diffusion_adaptive_nnls::bandwidth_type__1__d_2___branch_length_optimization_max_iterations_1000__branch_length_optimization_method_fixed_topology_nnls__branch_length_optimization_pair_sample_size_50000__branch_length_optimization_random_state_0__branch_length_optimization_solver_tolerance_1e_05__branch_length_optimization_target_metric_squared_standardized_euclidean__diffusion_method_adaptive_pydiffmap_diffusion__diffusion_time_3__edge_branch_length_variance_policy_normalized_branch_length__epsilon_median__k_neighbors_10__metric_hamming__n_components_30__tree_linkage_method_average,122,97,4,21,0,0.7972814937285431,1.0,0.8136706376876953,70,12,15
